id,activity,localName,description,area,location,openingHours,duration,googleMapsLink,suitableFor,tags,rating,image,tips,notes,priceRange
BAL022,Celuk Silver Village,Desa Celuk,Traditional silver crafting village,Bali,"Gianyar, Bali",08:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Celuk+Village,"Shoppers, Art Lovers",#silver #craft #shopping #traditional #art #cultural #jewelry,4.5/5,images/BAL022.jpg,Morning workshops available,Custom designs possible,IDR 50000 - unlimited
BAL023,Bali Paragliding,Paralayang Bali,Tandem paragliding experience,Bali,"Nusa Dua, Bali",07:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Bali+Paragliding,"Adventure Seekers, Thrill Lovers",#paragliding #adventure #flying #extreme #sport #scenic,4.8/5,images/BAL023.jpg,Weather dependent,Photos included,IDR 1200000 - 2000000
BAL024,Secret Garden Village,Secret Garden,Chocolate factory and beauty wellness,Bali,"Tabanan, Bali",09:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Secret+Garden+Village,"Families, Wellness Seekers",#chocolate #spa #garden #family #wellness #modern,4.4/5,images/BAL024.jpg,Factory tour available,Restaurant onsite,IDR 100000 - 500000
LOM016,Banyumulek Pottery,Desa Banyumulek,Traditional pottery making village,Lombok,West Lombok,08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Banyumulek+Village,"Art Lovers, Culture Seekers",#pottery #craft #cultural #traditional #shopping #art,4.5/5,images/LOM016.jpg,Watch pottery making,Shipping available,IDR 0 - 300000
LOM017,Lingsar Temple,Pura Lingsar,Historic Hindu-Muslim temple,Lombok,West Lombok,07:00-18:00 daily,1-2 hours,https://maps.google.com/?q=Pura+Lingsar,"Culture Enthusiasts, History Buffs",#temple #cultural #historical #religious #architecture,4.6/5,images/LOM017.jpg,Local guide recommended,Religious harmony site,IDR 10000 - 50000
JKT016,Batavia Market,Pasar Batavia,Contemporary food hall in old town,Jakarta,North Jakarta,10:00-22:00 daily,2-3 hours,https://maps.google.com/?q=Batavia+Market,"Foodies, Social Groups",#food #modern #dining #historical #social #culinary,4.5/5,,Evening atmosphere best,Mix of cuisines,IDR 50000 - 300000
JKT017,Jakarta Creative Hub,Creative Hub,Modern coworking and exhibition space,Jakarta,Central Jakarta,09:00-21:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Jakarta+Creative+Hub,"Digital Nomads, Creatives",#creative #modern #art #exhibition #workspace #events,4.7/5,images/JKT017.jpg,Check event schedule,Workshop opportunities,IDR 0 - 200000
SBY014,Surabaya Chinatown,Kya-Kya Kembang Jepun,Historic Chinese district,Surabaya,North Surabaya,09:00-21:00 daily,2-3 hours,https://maps.google.com/?q=Surabaya+Chinatown,"Culture Lovers, Foodies",#chinatown #cultural #food #historical #shopping #architecture,4.4/5,images/SBY014.jpg,Evening food market,Temple visits possible,IDR 50000 - 200000
SBY015,Bamboo Forest Park,Taman Hutan Bambu,Urban bamboo forest and park,Surabaya,East Surabaya,06:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Bamboo+Forest+Surabaya,"Nature Lovers, Photographers",#nature #bamboo #park #photography #outdoor #peaceful,4.3/5,images/SBY015.jpg,Morning light best,Bring mosquito repellent,IDR 0 - 10000
YOG016,Parangtritis Beach,Pantai Parangtritis,Mystical beach with sand dunes,Yogyakarta,"Bantul, Yogyakarta",24 hours,2-3 hours,https://maps.google.com/?q=Parangtritis+Beach,"Beach Lovers, Culture Seekers",#beach #cultural #sunset #dunes #mythology #scenic,4.5/5,images/YOG016.jpg,Sunset viewing popular,Local mythology site,IDR 10000 - 100000
BAL025,Bali Wake Park,Wake Park,Cable wakeboarding facility,Bali,"Denpasar, Bali",09:00-18:00 daily,2-4 hours,https://maps.google.com/?q=Bali+Wake+Park,"Water Sports Enthusiasts, Thrill Seekers",#wakeboard #sport #water #active #modern #entertainment,4.7/5,images/BAL025.jpg,Beginners welcome,Equipment rental included,IDR 350000 - 750000
BAL026,Mas Village Woodcarving,Desa Mas,Traditional wood carving village,Bali,"Ubud, Bali",08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Mas+Village+Bali,"Art Lovers, Shoppers",#woodcarving #art #cultural #traditional #craft #shopping,4.6/5,images/BAL026.jpg,Watch carvers at work,Custom orders possible,IDR 0 - unlimited
LOM018,Gili Kedis,Pulau Kedis,Tiny heart-shaped island,Lombok,Southwest Lombok,07:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Gili+Kedis,"Couples, Photographers",#island #beach #romantic #photography #snorkeling #nature,4.7/5,images/LOM018.jpg,Morning visit best,Book private boat,IDR 300000 - 600000
JKT018,Jakarta Hidden Tour,Tur Tersembunyi,Alternative cultural city tour,Jakarta,Various locations,09:00-16:00 daily,4-5 hours,https://maps.google.com/?q=Jakarta+Hidden+Tour,"Culture Seekers, Photographers",#local #cultural #urban #community #photography #authentic,4.8/5,images/JKT018.jpg,Book in advance,Local community support,IDR 350000 - 750000
SBY016,Surabaya Submarine Museum,Museum Kapal Selam,Historic submarine museum,Surabaya,Central Surabaya,08:00-21:00 daily,1-2 hours,https://maps.google.com/?q=Submarine+Museum+Surabaya,"History Buffs, Families",#museum #military #historical #educational #unique,4.4/5,images/SBY016.jpg,Morning visits less crowded,Photo opportunities inside,IDR 15000 - 50000
YOG017,Imogiri Royal Cemetery,Makam Raja-Raja,Ancient royal burial grounds,Yogyakarta,"Bantul, Yogyakarta",08:00-16:00 daily,1-2 hours,https://maps.google.com/?q=Imogiri+Royal+Cemetery,"History Buffs, Culture Seekers",#historical #royal #cultural #spiritual #architecture,4.6/5,images/YOG017.jpg,Dress respectfully,Local guide required,IDR 10000 - 50000
YOG018,Malioboro Night Market,Pasar Malam Malioboro,Evening street market and food stalls,Yogyakarta,Central Yogyakarta,18:00-24:00 daily,2-3 hours,https://maps.google.com/?q=Malioboro+Night+Market,"Foodies, Shoppers",#market #food #shopping #nightlife #local #street,4.5/5,images/YOG018.jpg,Evening atmosphere best,Street food variety,IDR 20000 - 200000
BAL027,Bedugul Botanical Garden,Kebun Raya Bedugul,Mountain botanical gardens,Bali,"Bedugul, Bali",08:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Bedugul+Botanical+Garden,"Nature Lovers, Families",#garden #nature #botanical #family #education #outdoor,4.7/5,images/BAL027.jpg,Morning visit recommended,Picnic spots available,IDR 20000 - 100000
BAL028,Bali Butterfly Park,Taman Kupu-Kupu,Live butterfly sanctuary,Bali,"Tabanan, Bali",08:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Bali+Butterfly+Park,"Nature Lovers, Families",#butterfly #nature #family #education #photography,4.4/5,images/BAL028.jpg,Morning activity level high,Guide included,IDR 85000 - 150000
LOM019,Bukit Merese,Pantai Merese,Hilltop sunset viewpoint,Lombok,"Kuta, Lombok",06:00-19:00 daily,1-2 hours,https://maps.google.com/?q=Bukit+Merese,"Photographers, Nature Lovers",#sunset #viewpoint #photography #nature #scenic #beach,4.8/5,images/LOM019.jpg,Sunset timing crucial,Short hike required,IDR 10000 - 50000
LOM020,Autore Pearl Farm,Budidaya Mutiara,Pearl farm and showroom,Lombok,North Lombok,09:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Autore+Pearl+Farm,"Luxury Shoppers, Education Seekers",#pearl #luxury #education #shopping #craft #marine,4.6/5,images/LOM020.jpg,Tour booking required,High-end purchases,IDR 100000 - unlimited
JKT019,Dunia Fantasi,Dufan,Theme park with rides,Jakarta,North Jakarta,10:00-20:00 daily,Full day,https://maps.google.com/?q=Dunia+Fantasi,"Families, Thrill Seekers",#themepark #rides #family #fun #entertainment #modern,4.5/5,images/JKT019.jpg,Weekday visits better,Fast pass available,IDR 250000 - 500000
JKT020,Jakarta Design Center,JDC,Interior design and furniture mall,Jakarta,Central Jakarta,10:00-19:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Jakarta+Design+Center,"Design Lovers, Shoppers",#design #shopping #modern #furniture #luxury #interior,4.4/5,images/JKT020.jpg,Weekday browsing best,Multiple showrooms,IDR 0 - unlimited
SBY017,House of Sampoerna,Rumah Sampoerna,Colonial tobacco museum and cafe,Surabaya,North Surabaya,09:00-18:00 daily,2-3 hours,https://maps.google.com/?q=House+of+Sampoerna,"History Buffs, Architecture Lovers",#museum #colonial #historical #architecture #cafe,4.7/5,images/SBY017.jpg,Free guided tours,Rooftop cafe available,Free
SBY018,Pasar Genteng,Pasar Traditional,Traditional market experience,Surabaya,Central Surabaya,05:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Pasar+Genteng,"Local Culture Seekers, Shoppers",#market #local #traditional #shopping #food #authentic,4.3/5,images/SBY018.jpg,Early morning best,Local prices,IDR 20000 - 200000
YOG019,Pawon Temple,Candi Pawon,Small ancient Buddhist temple,Yogyakarta,"Magelang, Yogyakarta",06:00-17:00 daily,1 hour,https://maps.google.com/?q=Pawon+Temple,"History Buffs, Culture Seekers",#temple #buddhist #historical #cultural #architecture,4.5/5,images/YOG019.jpg,Combined with Borobudur,Less crowded site,IDR 50000 - 100000
BAL029,Sanur Cooking Class,Masakan Bali,Traditional Balinese cooking course,Bali,"Sanur, Bali",08:00-14:00 daily,4-5 hours,https://maps.google.com/?q=Sanur+Cooking+Class,"Foodies, Culture Lovers",#cooking #food #cultural #education #culinary #traditional,4.8/5,images/BAL029.jpg,Market visit included,Recipes provided,IDR 450000 - 750000
LOM021,Gili Sudak,Pulau Sudak,Secluded island paradise,Lombok,Southwest Lombok,07:00-17:00 daily,Full day,https://maps.google.com/?q=Gili+Sudak,"Beach Lovers, Snorkelers",#island #beach #snorkeling #quiet #nature #marine,4.7/5,images/LOM021.jpg,Bring supplies,Boat arrangement needed,IDR 300000 - 600000
JKT021,Museum Nasional,Museum Gajah,National museum of Indonesia,Jakarta,Central Jakarta,08:00-16:00 Tue-Sun,3-4 hours,https://maps.google.com/?q=Museum+Nasional,"History Buffs, Culture Lovers",#museum #history #cultural #education #artifacts #national,4.6/5,images/JKT021.jpg,Guided tours available,Closed Mondays,IDR 15000 - 50000
SBY019,Kenpark Surabaya,Kenjeran Park,Waterfront entertainment complex,Surabaya,East Surabaya,09:00-21:00 daily,3-4 hours,https://maps.google.com/?q=Kenpark+Surabaya,"Families, Entertainment Seekers",#entertainment #family #waterfront #modern #fun,4.4/5,images/SBY019.jpg,Weekend performances,Multiple attractions,IDR 25000 - 150000
YOG020,Kaliurang Highland,Dataran Tinggi Kaliurang,Mountain resort area,Yogyakarta,"Sleman, Yogyakarta",24 hours,3-4 hours,https://maps.google.com/?q=Kaliurang+Highland,"Nature Lovers, Families",#mountain #nature #cool #hiking #family #recreation,4.5/5,images/YOG020.jpg,Morning fog common,Cool climate escape,IDR 10000 - 200000
BAL030,West Bali National Park,Taman Nasional Bali Barat,Wildlife sanctuary and diving site,Bali,"Jembrana, Bali",06:00-18:00 daily,Full day,https://maps.google.com/?q=West+Bali+National+Park,"Nature Lovers, Bird Watchers",#nature #wildlife #diving #conservation #hiking #bird,4.7/5,,Guide required,Menjangan Island nearby,IDR 200000 - 500000
BAL031,Ubud White Water Rafting,Arung Jeram Ubud,River rafting adventure,Bali,"Ubud, Bali",07:30-14:00 daily,5-6 hours,https://maps.google.com/?q=Bali+Rafting,"Adventure Seekers, Families",#rafting #adventure #river #nature #sport #active,4.6/5,images/BAL031.jpg,Morning sessions best,Lunch included,IDR 600000 - 1200000
LOM022,Benang Stokel Waterfall,Air Terjun Benang Stokel,Twin waterfall in forest,Lombok,Central Lombok,07:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Benang+Stokel+Waterfall,"Nature Lovers, Hikers",#waterfall #nature #hiking #photography #adventure,4.5/5,images/LOM022.jpg,Local guide helpful,Easy hiking trail,IDR 20000 - 75000
LOM023,Seger Beach Surf,Pantai Seger,Popular surfing spot,Lombok,"Kuta, Lombok",06:00-18:00 daily,2-4 hours,https://maps.google.com/?q=Seger+Beach,"Surfers, Beach Lovers",#surfing #beach #waves #sport #ocean #scenic,4.6/5,images/LOM023.jpg,Morning waves best,Surf rental available,IDR 100000 - 300000
JKT022,Jakarta Cathedral,Gereja Katedral,Historic neo-gothic cathedral,Jakarta,Central Jakarta,06:00-18:00 daily,1-2 hours,https://maps.google.com/?q=Jakarta+Cathedral,"History Buffs, Architecture Lovers",#cathedral #historical #architecture #religious #colonial,4.7/5,images/JKT022.jpg,Service times vary,Photography allowed,Free
JKT023,Klenteng Jin De Yuan,Vihara Dharma Bhakti,Oldest Chinese temple in Jakarta,Jakarta,West Jakarta,07:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Klenteng+Jin+De+Yuan,"Culture Seekers, Photographers",#temple #chinese #historical #cultural #spiritual,4.5/5,images/JKT023.jpg,Festival dates special,Respect customs,IDR 0 - 50000
SBY020,Suramadu Bridge,Jembatan Suramadu,Longest bridge in Indonesia,Surabaya,North Surabaya,24 hours,1 hour,https://maps.google.com/?q=Suramadu+Bridge,"Photographers, Sightseers",#bridge #architecture #modern #photography #landmark,4.4/5,images/SBY020.jpg,Sunset views popular,Connects to Madura,IDR 0 - 30000
SBY021,G-Walk Culinary,G-Walk Citraland,Modern street food complex,Surabaya,West Surabaya,17:00-24:00 daily,2-3 hours,https://maps.google.com/?q=G-Walk+Surabaya,"Foodies, Social Groups",#food #culinary #modern #nightlife #social #street,4.6/5,images/SBY021.jpg,Evening atmosphere best,Many food choices,IDR 50000 - 200000
YOG021,Sewu Temple,Candi Sewu,Buddhist temple complex,Yogyakarta,"Klaten, Yogyakarta",06:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Sewu+Temple,"History Buffs, Photographers",#temple #buddhist #historical #architecture #cultural,4.6/5,images/YOG021.jpg,Morning light best,Less crowded than Borobudur,IDR 50000 - 100000
BAL032,Bali Chocolate Factory,Pod Chocolate,Bean to bar chocolate experience,Bali,"Mengwi, Bali",09:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Pod+Chocolate+Factory,"Foodies, Families",#chocolate #food #education #factory #family #tasting,4.7/5,images/BAL032.jpg,Book tour ahead,Tastings included,IDR 200000 - 400000
LOM024,Pergasingan Rice Fields,Sawah Sembalun,Traditional rice terraces,Lombok,"Sembalun, Lombok",06:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Sembalun+Rice+Fields,"Photographers, Nature Lovers",#agriculture #nature #photography #rural #scenic,4.8/5,images/LOM024.jpg,Morning light best,Local guide optional,IDR 10000 - 100000
JKT024,Kemang Art District,Kawasan Seni Kemang,Contemporary art galleries area,Jakarta,South Jakarta,11:00-19:00 Tue-Sun,3-4 hours,https://maps.google.com/?q=Kemang+Art+District,"Art Lovers, Creatives",#art #gallery #modern #cultural #creative #urban,4.5/5,,Gallery hop route,Cafes between galleries,IDR 0 - 200000
SBY022,Kampung Warna-Warni,Kampung Pelangi,Colorful village art project,Surabaya,Central Surabaya,08:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Kampung+Warna+Warni,"Photographers, Art Lovers",#art #urban #photography #colorful #community #culture,4.3/5,images/SBY022.jpg,Morning photos best,Community project,IDR 5000 - 20000
YOG022,Jogja Bay Pirates,Jogja Bay Waterpark,Themed water adventure park,Yogyakarta,"Sleman, Yogyakarta",09:00-17:30 daily,4-6 hours,https://maps.google.com/?q=Jogja+Bay+Pirates,"Families, Water Lovers",#waterpark #family #fun #entertainment #swimming #modern,4.5/5,images/YOG022.jpg,Weekday visits better,Locker rental extra,IDR 150000 - 300000
BAL030,West Bali National Park,Taman Nasional Bali Barat,Wildlife sanctuary and diving site,Bali,"Jembrana, Bali",06:00-18:00 daily,Full day,https://maps.google.com/?q=West+Bali+National+Park,"Nature Lovers, Bird Watchers",#nature #wildlife #diving #conservation #hiking #bird,4.7/5,,Guide required,Menjangan Island nearby,IDR 200000 - 500000
BAL031,Ubud White Water Rafting,Arung Jeram Ubud,River rafting adventure,Bali,"Ubud, Bali",07:30-14:00 daily,5-6 hours,https://maps.google.com/?q=Bali+Rafting,"Adventure Seekers, Families",#rafting #adventure #river #nature #sport #active,4.6/5,,Morning sessions best,Lunch included,IDR 600000 - 1200000
LOM022,Benang Stokel Waterfall,Air Terjun Benang Stokel,Twin waterfall in forest,Lombok,Central Lombok,07:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Benang+Stokel+Waterfall,"Nature Lovers, Hikers",#waterfall #nature #hiking #photography #adventure,4.5/5,,Local guide helpful,Easy hiking trail,IDR 20000 - 75000
LOM023,Seger Beach Surf,Pantai Seger,Popular surfing spot,Lombok,"Kuta, Lombok",06:00-18:00 daily,2-4 hours,https://maps.google.com/?q=Seger+Beach,"Surfers, Beach Lovers",#surfing #beach #waves #sport #ocean #scenic,4.6/5,,Morning waves best,Surf rental available,IDR 100000 - 300000
JKT022,Jakarta Cathedral,Gereja Katedral,Historic neo-gothic cathedral,Jakarta,Central Jakarta,06:00-18:00 daily,1-2 hours,https://maps.google.com/?q=Jakarta+Cathedral,"History Buffs, Architecture Lovers",#cathedral #historical #architecture #religious #colonial,4.7/5,,Service times vary,Photography allowed,Free
JKT023,Klenteng Jin De Yuan,Vihara Dharma Bhakti,Oldest Chinese temple in Jakarta,Jakarta,West Jakarta,07:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Klenteng+Jin+De+Yuan,"Culture Seekers, Photographers",#temple #chinese #historical #cultural #spiritual,4.5/5,,Festival dates special,Respect customs,IDR 0 - 50000
SBY020,Suramadu Bridge,Jembatan Suramadu,Longest bridge in Indonesia,Surabaya,North Surabaya,24 hours,1 hour,https://maps.google.com/?q=Suramadu+Bridge,"Photographers, Sightseers",#bridge #architecture #modern #photography #landmark,4.4/5,,Sunset views popular,Connects to Madura,IDR 0 - 30000
SBY021,G-Walk Culinary,G-Walk Citraland,Modern street food complex,Surabaya,West Surabaya,17:00-24:00 daily,2-3 hours,https://maps.google.com/?q=G-Walk+Surabaya,"Foodies, Social Groups",#food #culinary #modern #nightlife #social #street,4.6/5,,Evening atmosphere best,Many food choices,IDR 50000 - 200000
YOG021,Sewu Temple,Candi Sewu,Buddhist temple complex,Yogyakarta,"Klaten, Yogyakarta",06:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Sewu+Temple,"History Buffs, Photographers",#temple #buddhist #historical #architecture #cultural,4.6/5,,Morning light best,Less crowded than Borobudur,IDR 50000 - 100000
BAL032,Bali Chocolate Factory,Pod Chocolate,Bean to bar chocolate experience,Bali,"Mengwi, Bali",09:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Pod+Chocolate+Factory,"Foodies, Families",#chocolate #food #education #factory #family #tasting,4.7/5,,Book tour ahead,Tastings included,IDR 200000 - 400000
LOM024,Pergasingan Rice Fields,Sawah Sembalun,Traditional rice terraces,Lombok,"Sembalun, Lombok",06:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Sembalun+Rice+Fields,"Photographers, Nature Lovers",#agriculture #nature #photography #rural #scenic,4.8/5,,Morning light best,Local guide optional,IDR 10000 - 100000
JKT024,Kemang Art District,Kawasan Seni Kemang,Contemporary art galleries area,Jakarta,South Jakarta,11:00-19:00 Tue-Sun,3-4 hours,https://maps.google.com/?q=Kemang+Art+District,"Art Lovers, Creatives",#art #gallery #modern #cultural #creative #urban,4.5/5,,Gallery hop route,Cafes between galleries,IDR 0 - 200000
SBY022,Kampung Warna-Warni,Kampung Pelangi,Colorful village art project,Surabaya,Central Surabaya,08:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Kampung+Warna+Warni,"Photographers, Art Lovers",#art #urban #photography #colorful #community #culture,4.3/5,,Morning photos best,Community project,IDR 5000 - 20000
YOG022,Jogja Bay Pirates,Jogja Bay Waterpark,Themed water adventure park,Yogyakarta,"Sleman, Yogyakarta",09:00-17:30 daily,4-6 hours,https://maps.google.com/?q=Jogja+Bay+Pirates,"Families, Water Lovers",#waterpark #family #fun #entertainment #swimming #modern,4.5/5,,Weekday visits better,Locker rental extra,IDR 150000 - 300000
BAL036,Penglipuran Village,Desa Penglipuran,Traditional preserved village,Bali,"Bangli, Bali",07:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Penglipuran+Village,"Culture Lovers, Photographers",#village #traditional #cultural #architecture #authentic,4.7/5,images/BAL036.jpg,Morning visit recommended,Traditional house tours,IDR 30000 - 100000
BAL037,Bali E-Bike Tours,E-Bike Adventure,Electric bike countryside tours,Bali,"Ubud, Bali",08:00-16:00 daily,3-4 hours,https://maps.google.com/?q=Bali+E+Bike+Tours,"Active Travelers, Eco-Tourists",#cycling #eco #adventure #nature #countryside #modern,4.8/5,images/BAL037.jpg,Morning tours cooler,All equipment provided,IDR 500000 - 900000
LOM028,Benete Bay Mangrove,Teluk Benete,Mangrove forest boardwalk,Lombok,West Lombok,07:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Benete+Bay+Mangrove,"Nature Lovers, Bird Watchers",#mangrove #nature #birds #eco #photography #peaceful,4.5/5,images/LOM028.jpg,Early morning birds,Guide optional,IDR 15000 - 75000
LOM029,Sembalun Honey Farm,Lebah Sembalun,Mountain honey production,Lombok,"Sembalun, Lombok",09:00-16:00 daily,1-2 hours,https://maps.google.com/?q=Sembalun+Honey+Farm,"Food Enthusiasts, Nature Lovers",#honey #farm #nature #food #education #mountain,4.6/5,images/LOM029.jpg,Tasting included,Local products available,IDR 50000 - 200000
JKT028,Museum Wayang,Museum Wayang Jakarta,Shadow puppet museum,Jakarta,West Jakarta,09:00-15:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Museum+Wayang,"Culture Enthusiasts, Art Lovers",#puppets #museum #cultural #art #traditional #craft,4.5/5,images/JKT028.jpg,Puppet shows scheduled,Workshop opportunities,IDR 5000 - 50000
JKT029,Epicentrum Walk,Epicentrum Mall,Modern entertainment complex,Jakarta,South Jakarta,10:00-22:00 daily,3-4 hours,https://maps.google.com/?q=Epicentrum+Walk,"Shoppers, Entertainment Seekers",#shopping #entertainment #modern #dining #lifestyle,4.4/5,images/JKT029.jpg,Evening atmosphere best,Multiple cinemas,IDR 100000 - unlimited
SBY026,Pasar Atom Night Market,Pasar Malam Atom,Evening market experience,Surabaya,North Surabaya,16:00-22:00 daily,2-3 hours,https://maps.google.com/?q=Pasar+Atom+Night,"Food Lovers, Shoppers",#market #food #shopping #night #local #street,4.3/5,images/SBY026.jpg,Evening crowds vibrant,Street food variety,IDR 30000 - 200000
SBY027,Surabaya Boat Tour,Wisata Perahu,Harbor sightseeing cruise,Surabaya,North Surabaya,09:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Surabaya+Harbor+Tour,"Sightseers, Photographers",#boat #harbor #sightseeing #maritime #photography,4.4/5,images/SBY027.jpg,Sunset cruise popular,Historical commentary,IDR 75000 - 150000
YOG025,Water Castle Heritage,Tamansari Heritage,Royal bathing complex tour,Yogyakarta,Central Yogyakarta,09:00-15:00 daily,2-3 hours,https://maps.google.com/?q=Water+Castle+Heritage,"History Buffs, Culture Seekers",#heritage #royal #historical #architecture #cultural,4.6/5,images/YOG025.jpg,Local guide valuable,Underground passages,IDR 15000 - 75000
BAL038,Bali Ranch Club,Horse Ranch,Horse riding adventures,Bali,"Berawa, Bali",07:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Bali+Ranch+Club,"Adventure Seekers, Nature Lovers",#horse #riding #nature #adventure #beach #sunset,4.7/5,images/BAL038.jpg,Beach rides popular,All skill levels,IDR 450000 - 900000
LOM030,Kuta Pottery Class,Gerabah Kuta Lombok,Traditional pottery making,Lombok,"Kuta, Lombok",09:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Kuta+Pottery+Class,"Art Lovers, Craft Enthusiasts",#pottery #craft #art #traditional #cultural #workshop,4.5/5,images/LOM030.jpg,Morning classes best,Take home creations,IDR 200000 - 400000
JKT030,Jakarta Fish Market,Pasar Ikan Modern,Modern seafood market,Jakarta,North Jakarta,03:00-11:00 daily,2-3 hours,https://maps.google.com/?q=Jakarta+Fish+Market,"Foodies, Photography Enthusiasts",#market #seafood #fresh #local #traditional #food,4.4/5,images/JKT030.jpg,Early morning action,Restaurant options,IDR 0 - 300000
SBY028,Dolly Art Space,Ruang Seni Dolly,Urban art transformation,Surabaya,South Surabaya,10:00-20:00 daily,2-3 hours,https://maps.google.com/?q=Dolly+Art+Space,"Art Lovers, Urban Explorers",#art #urban #modern #cultural #community #creative,4.5/5,,Weekend events common,Community project,IDR 0 - 50000
YOG026,Yogya Night Photography,Foto Malam Yogya,Guided photography tour,Yogyakarta,Various locations,18:00-22:00 daily,3-4 hours,https://maps.google.com/?q=Yogya+Night+Photo+Tour,"Photographers, Creative Travelers",#photography #night #urban #cultural #creative #tour,4.7/5,images/YOG026.jpg,Equipment rentable,All skill levels,IDR 300000 - 600000
BAL039,Sacred Monkey Forest Spa,Spa Monkey Forest,Luxury spa in forest setting,Bali,"Ubud, Bali",09:00-21:00 daily,2-4 hours,https://maps.google.com/?q=Sacred+Monkey+Forest+Spa,"Wellness Seekers, Luxury Travelers",#spa #wellness #luxury #nature #relaxation #massage,4.8/5,images/BAL039.jpg,Advance booking required,Natural treatments,IDR 600000 - 2000000
BAL040,Nusa Penida Treehouse,Rumah Pohon,Unique treehouse viewpoint,Bali,"Nusa Penida, Bali",06:00-18:00 daily,1-2 hours,https://maps.google.com/?q=Nusa+Penida+Treehouse,"Photographers, Adventure Seekers",#treehouse #viewpoint #photography #nature #unique,4.6/5,images/BAL040.jpg,Early morning best,Steep access path,IDR 50000 - 100000
LOM031,Senaru Traditional Tour,Desa Senaru,Mountain village culture,Lombok,"Senaru, Lombok",08:00-17:00 daily,3-4 hours,https://maps.google.com/?q=Senaru+Village,"Culture Enthusiasts, Hikers",#village #cultural #mountain #traditional #hiking,4.7/5,images/LOM031.jpg,Local guide included,Waterfall access,IDR 150000 - 300000
LOM032,Gili Air Freediving,Freediving Gili,Freediving courses and trips,Lombok,Gili Air,08:00-16:00 daily,Half day,https://maps.google.com/?q=Gili+Air+Freediving,"Adventure Seekers, Water Sports",#freediving #ocean #sport #adventure #marine #training,4.8/5,images/LOM032.jpg,Basic course available,Equipment provided,IDR 800000 - 2500000
JKT031,Jakarta Rooftop Cinema,Bioskop Rooftop,Open-air movie screenings,Jakarta,South Jakarta,18:00-23:00 Thu-Sun,3-4 hours,https://maps.google.com/?q=Jakarta+Rooftop+Cinema,"Movie Buffs, Social Groups",#cinema #rooftop #entertainment #modern #social #night,4.5/5,images/JKT031.jpg,Weather dependent,Food service available,IDR 150000 - 300000
JKT032,Thousand Islands Glamping,Glamping Pulau Seribu,Luxury island camping,Jakarta,Thousand Islands,Check-in 14:00,Overnight,https://maps.google.com/?q=Thousand+Islands+Glamping,"Luxury Travelers, Nature Lovers",#glamping #island #luxury #beach #nature #exclusive,4.7/5,images/JKT032.jpg,Full board included,Water activities,IDR 2000000 - 4000000
SBY029,Surabaya Heritage Track,Jalur Heritage,Historical walking route,Surabaya,Central Surabaya,08:00-16:00 daily,3-4 hours,https://maps.google.com/?q=Surabaya+Heritage+Track,"History Buffs, Photographers",#heritage #historical #walking #architecture #cultural,4.6/5,images/SBY029.jpg,Morning walks cooler,Guide recommended,IDR 50000 - 200000
SBY030,Madura Bull Racing,Karapan Sapi,Traditional bull racing event,Surabaya,Madura Island,Seasonal events,3-4 hours,https://maps.google.com/?q=Madura+Bull+Racing,"Culture Enthusiasts, Event Seekers",#traditional #cultural #sports #unique #festival #local,4.7/5,images/SBY030.jpg,Seasonal schedule,Transport needed,IDR 50000 - 150000
YOG027,Merapi Sunrise Trek,Trek Matahari Terbit,Volcano sunrise hike,Yogyakarta,"Sleman, Yogyakarta",02:30-09:00 daily,6-7 hours,https://maps.google.com/?q=Merapi+Sunrise+Trek,"Hikers, Photographers",#hiking #volcano #sunrise #adventure #nature #trekking,4.8/5,images/YOG027.jpg,Early start required,Guide mandatory,IDR 400000 - 800000
